date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:31:28	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:27%20GMT	http://inno-ai-labs.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://inno-ai-labs.b12sites.com/index)
21:31:29	85059/85059	---M--	200	added ('OK')	image/jpeg	etag:%22635f4d9c870350372b86de281c1a0796%22	https://cdn.b12.io/client_media/YzxKigwD/8dcf6712-1c1b-11f0-861f-0242ac110002-jpg-regular_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/8dcf6712-1c1b-11f0-861f-0242ac110002-jpg-regular_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:29	469127/469127	---M--	200	added ('OK')	image/jpeg	etag:%2201cdb296f11d2651b3ba513b9693aaf8%22	https://cdn.b12.io/client_media/YzxKigwD/8d64bc28-1c1b-11f0-861f-0242ac110002-jpg-hero_image.jpeg	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/client_media/YzxKigwD/8d64bc28-1c1b-11f0-861f-0242ac110002-jpg-hero_image.jpg	(from https://inno-ai-labs.b12sites.com/index)
21:31:30	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:30%20GMT	http://inno-ai-labs.b12sites.com/scheduling	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/scheduling	(from https://inno-ai-labs.b12sites.com/index)
21:31:30	518382/518382	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2020%20May%202025%2016:01:30%20GMT	https://inno-ai-labs.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/assets/bundle-26df06bbde665912c7803cd668f15047.js	(from https://inno-ai-labs.b12sites.com/index)
21:31:31	0/0	---M--	308	error ('Permanent%20Redirect')	text/html	date:Tue,%2020%20May%202025%2016:01:31%20GMT	http://inno-ai-labs.b12sites.com/intake-form	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/intake-form	(from https://inno-ai-labs.b12sites.com/index)
21:31:32	331104/331104	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:31%20GMT	https://inno-ai-labs.b12sites.com/scheduling	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/scheduling.html	(from https://inno-ai-labs.b12sites.com/index)
21:31:33	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20May%202025%2016:01:33%20GMT	http://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/prod_traffic/global.4d.delayed	(from https://inno-ai-labs.b12sites.com/index)
21:31:34	318495/318495	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20May%202025%2016:01:33%20GMT	https://inno-ai-labs.b12sites.com/intake-form	C:/My%20Web%20Sites/Innoailabs/inno-ai-labs.b12sites.com/intake-form.html	(from https://inno-ai-labs.b12sites.com/index)
21:31:34	71295/71295	---MCZ	200	added ('OK')	application/javascript	etag:W/%229ca4809d57257e2816c1aa0a50fc8dea%22	https://cdn.b12.io/prod_traffic/global.js	C:/My%20Web%20Sites/Innoailabs/cdn.b12.io/prod_traffic/global.js	(from https://inno-ai-labs.b12sites.com/index)
21:31:35	945/945	---MC-	200	added ('OK')	text/javascript	date:Tue,%2020%20May%202025%2016:01:34%20GMT	https://www.google.com/recaptcha/api.js?render=6Ld1R8kUAAAAAGEYGyd1RXFcdSGY03uF4y_yN40A	C:/My%20Web%20Sites/Innoailabs/www.google.com/recaptcha/apifb47.js	(from https://inno-ai-labs.b12sites.com/index)
